hospital_id,department_name,department_count
771061,Innere Medizin/Schwerpunkt Kardiologie,3943
771061,Innere Medizin/Schwerpunkt Gastroenterologie,3722
771061,Frauenheilkunde und Geburtshilfe,3000
771061,Pädiatrie,2311
771061,Urologie,2059
771061,Allgemeine Chirurgie,1801
771061,"Hals-, Nasen-, Ohrenheilkunde",1535
771061,Allgemeine Chirurgie/Schwerpunkt Unfallchirurgie,1422
771061,Intensivmedizin,1144
771061,Chirurgie/Schwerpunkt Orthopädie,757
771061,Geriatrie,484
771061,Innere Medizin/Schwerpunkt Lungen- und Bronchialheilkunde,464
771061,Allgemeine Chirurgie/Schwerpunkt Gefäßchirurgie,463
771061,Allgemeine Chirurgie/Schwerpunkt Plastische Chirurgie,8
771062,"Hals-, Nasen-, Ohrenheilkunde",954
771064,Orthopädie,4799
771065,Urologie,3173
771065,Allgemeine Chirurgie,48
771065,Frauenheilkunde,21
771069,Neurologie,1046
771070,Innere Medizin/Schwerpunkt Kardiologie,3699
771070,Innere Medizin/Schwerpunkt Gastroenterologie,1562
771070,Unfallchirurgie,1329
771070,Geburtshilfe,1024
771070,Allgemeine Chirurgie,865
771070,Geriatrie,772
771070,Gefäßchirurgie,562
771070,Frauenheilkunde,197
771071,Pneumologie,6843
771071,Thoraxchirurgie,783
771071,Strahlenheilkunde,6
771072,Innere Medizin,4988
771072,Orthopädie,4729
771072,Allgemeine Chirurgie,2350
771072,"Hals-, Nasen-, Ohrenheilkunde",41
771073,Neurologie,1183
771074,Herzchirurgie,1723
771075,Neurologie,271
771076,Chirurgie/Schwerpunkt Orthopädie,2705
771076,Unfallchirurgie,2657
771076,Wirbelsäulenchirurgie,1574
771076,Allgemeine Chirurgie,1164
771076,Plastische Chirurgie,547
771076,Innere Medizin,76
771076,Orthopädie,21
771077,Allgemeine Chirurgie,4285
771077,Innere Medizin,3811
771077,Kardiologie,3094
771077,Frauenheilkunde und Geburtshilfe,914
771077,Urologie,511
771077,"Hals-, Nasen-, Ohrenheilkunde",109
771078,Innere Medizin,3015
771078,Innere Medizin/Schwerpunkt Kardiologie,2932
771078,Unfallchirurgie,2545
771078,Allgemeine Chirurgie,1580
771078,Palliativmedizin,204
771079,Allgemeine Chirurgie,2046
771079,Innere Medizin,1935
771079,Geriatrie,633
771079,Augenheilkunde,63
771080,Kardiologie,3818
771080,Unfallchirurgie,2842
771080,Gastroenterologie,2757
771080,Neurologie,2471
771080,Pneumologie,2027
771080,Urologie,1852
771080,Endokrinologie,1681
771080,Innere Medizin/ohne Differenzierung nach Schwerpunkten (III),1436
771080,Allgemeine Chirurgie,1221
771080,Neurochirurgie,1168
771080,Hämatologie und internistische Onkologie/ohne Differenzierung nach Schwerpunkten (II),922
771080,Plastische Chirurgie,659
771080,Herzchirurgie,563
771080,Rheumatologie,473
771080,Operative Intensivmedizin/Schwerpunkt Chirurgie,408
771080,Thoraxchirurgie,390
771080,Intensivmedizin,360
771080,"Neurologie/Schwerpunkt Schlaganfallpatienten (stroke units, Artikel 7 § 1 Abs. 3 GKV-SolG)",347
771080,Innere Medizin/ohne Differenzierung nach Schwerpunkten (II),280
771080,Gefäßchirurgie,202
771080,Neurologie/ohne Differenzierung nach Schwerpunkten (IV),194
771080,Sonstige Fachabteilung/ohne Differenzierung nach Schwerpunkten (III),101
771080,Sonstige Fachabteilung/ohne Differenzierung nach Schwerpunkten (II),78
771080,Intensivmedizin/Schwerpunkt Neurochirurgie,61
771080,Sonstige Fachabteilung/ohne Differenzierung nach Schwerpunkten (IV),6
771081,Orthopädie,1242
771082,Dermatologie,4635
771082,Dermatologie/ohne Differenzierung nach Schwerpunkten (III),2112
771082,Dermatologie/ohne Differenzierung nach Schwerpunkten (IV),489
771083,Frauenheilkunde und Geburtshilfe,5679
771083,Neurologie,2230
771083,Pädiatrie,2146
771083,Innere Medizin/ohne Differenzierung nach Schwerpunkten (III),2108
771083,Unfallchirurgie,2065
771083,Hämatologie und internistische Onkologie,2012
771083,Kardiologie,1835
771083,Nephrologie,1567
771083,Innere Medizin,950
771083,Gastroenterologie,928
771083,Allgemeine Chirurgie,899
771083,Neonatologie,665
771083,"Neurologie/Schwerpunkt Schlaganfallpatienten (stroke units, Artikel 7 § 1 Abs. 3 GKV-SolG)",545
771083,Augenheilkunde/ohne Differenzierung nach Schwerpunkten (II),425
771083,Palliativmedizin,305
771083,Intensivmedizin,249
771083,Schmerztherapie,200
771083,Operative Intensivmedizin/Schwerpunkt Chirurgie,160
771083,Urologie,148
771083,Sonstige Fachabteilung/ohne Differenzierung nach Schwerpunkten (III),75
771083,Intensivmedizin/ohne Differenzierung nach Schwerpunkten (II),74
771083,Sonstige Fachabteilung,0
771084,Hämatologie und internistische Onkologie/ohne Differenzierung nach Schwerpunkten (IV),3850
771084,Frauenheilkunde und Geburtshilfe,3260
771084,Gastroenterologie,2725
771084,Kardiologie,2021
771084,Allgemeine Chirurgie,1975
771084,Endokrinologie,1447
771084,Unfallchirurgie,1421
771084,Hämatologie und internistische Onkologie,1043
771084,Innere Medizin/ohne Differenzierung nach Schwerpunkten (III),755
771084,Gefäßchirurgie,651
771084,Geriatrie,536
771084,Geriatrie/Tagesklinik (für teilstationäre Pflegesätze),255
771084,Endokrinologie/ohne Differenzierung nach Schwerpunkten (III),234
771084,Intensivmedizin,191
771084,Schmerztherapie,151
771084,Operative Intensivmedizin/Schwerpunkt Chirurgie,132
771085,Frauenheilkunde und Geburtshilfe,5665
771085,Pädiatrie,3552
771085,Kinderchirurgie,2615
771085,Endokrinologie,2390
771085,"Hals-, Nasen-, Ohrenheilkunde",1836
771085,Kardiologie,1818
771085,Unfallchirurgie,1690
771085,Hämatologie und internistische Onkologie/Schwerpunkt Pädiatrie,1530
771085,Hämatologie und internistische Onkologie,1427
771085,Innere Medizin/ohne Differenzierung nach Schwerpunkten (III),1037
771085,Allgemeine Chirurgie,776
771085,Neonatologie,710
771085,Innere Medizin/Schwerpunkt Infektionskrankheiten,555
771085,Operative Intensivmedizin/Schwerpunkt Chirurgie,405
771085,Intensivmedizin,285
771085,Kinderchirurgie/ohne Differenzierung nach Schwerpunkten (II),275
771085,Palliativmedizin,144
771085,Innere Medizin/ohne Differenzierung nach Schwerpunkten (II),127
771085,Neurochirurgie,123
771085,Angiologie,0
771087,Innere Medizin,4019
771087,Orthopädie,2881
771087,Allgemeine Chirurgie,1356
771087,Geriatrie,585
771088,Allgemeine Chirurgie/ohne Differenzierung nach Schwerpunkten (IV),905
771088,Schmerztherapie,672
771090,Innere Medizin,6538
771090,Innere Medizin/Schwerpunkt Kardiologie,3780
771090,Frauenheilkunde und Geburtshilfe,2958
771090,Unfallchirurgie,2044
771090,Neurologie,1870
771090,Urologie,1536
771090,Allgemeine Chirurgie,1373
771090,Neurochirurgie,1041
771090,Plastische Chirurgie,902
771090,Gefäßchirurgie,614
771090,"Hals-, Nasen-, Ohrenheilkunde",232
771090,Thoraxchirurgie,193
771091,Innere Medizin,258
771093,Allgemeine Chirurgie,2894
771093,Innere Medizin,2368
771093,Frauenheilkunde und Geburtshilfe,1258
771093,Geriatrie,540
771094,Innere Medizin,1198
771095,Innere Medizin,7105
771095,Neurologie,2174
771095,Frauenheilkunde und Geburtshilfe,1812
771095,Urologie,1793
771095,Allgemeine Chirurgie,1356
771095,Pädiatrie,1226
771095,Unfallchirurgie,1157
771095,Neurochirurgie,1067
771095,Orthopädie,806
771095,Intensivmedizin,544
771095,Palliativmedizin,241
771095,Strahlenheilkunde,13
771096,Frauenheilkunde und Geburtshilfe,3148
771096,Gastroenterologie,3008
771096,Kardiologie,2849
771096,Unfallchirurgie,2493
771096,Allgemeine Chirurgie,1570
771096,Neurologie,1516
771096,Urologie,1422
771096,Gefäßchirurgie,969
771096,Innere Medizin/Schwerpunkt Nephrologie,847
771096,Intensivmedizin,661
771096,Neurochirurgie,550
771096,Innere Medizin/Schwerpunkt Geriatrie,443
771096,Innere Medizin,303
771096,Palliativmedizin,293
771096,Schmerztherapie,259
771096,"Hals-, Nasen-, Ohrenheilkunde",136
771098,Allgemeine Chirurgie,3642
771098,Innere Medizin,2647
771098,Gefäßchirurgie,67
771098,Frauenheilkunde und Geburtshilfe,8
771099,Chirurgie/Schwerpunkt Orthopädie,1188
771100,Pädiatrie,3497
771100,Innere Medizin,2877
771100,Frauenheilkunde und Geburtshilfe,2774
771100,Orthopädie,2544
771100,Kardiologie,2263
771100,Urologie,2090
771100,Neurologie,1713
771100,Neurochirurgie,1584
771100,Intensivmedizin,1177
771100,Allgemeine Chirurgie,1123
771100,Augenheilkunde,1116
771100,Gefäßchirurgie,923
771100,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",784
771100,Pneumologie,640
771100,Hämatologie und internistische Onkologie,113
771100,Thoraxchirurgie,69
771100,Innere Medizin/Schwerpunkt Hämatologie und internistische Onkologie,37
771101,Geburtshilfe,4050
771101,Kardiologie,3165
771101,Innere Medizin,2629
771101,Neurologie,2472
771101,Unfallchirurgie,2364
771101,"Hals-, Nasen-, Ohrenheilkunde",1649
771101,Allgemeine Chirurgie,1418
771101,Dermatologie,1415
771101,Innere Medizin/Schwerpunkt Hämatologie und internistische Onkologie,1366
771101,Pädiatrie,1364
771101,Frauenheilkunde,1318
771101,Geriatrie,1001
771101,Neurochirurgie,674
771101,Dermatologie/Tagesklinik (für teilstationäre Pflegesätze),597
771101,Intensivmedizin,471
771101,Strahlenheilkunde,352
771101,Nephrologie,257
771101,Pädiatrie/Schwerpunkt Neonatologie,202
771102,Neurologie,3414
771102,Allgemeine Chirurgie,2783
771102,Innere Medizin,1909
771102,Unfallchirurgie,1905
771102,Frauenheilkunde,1091
771102,Innere Medizin/Schwerpunkt Gastroenterologie,807
771102,Innere Medizin/Schwerpunkt Hämatologie und internistische Onkologie,774
771102,Innere Medizin/Schwerpunkt Nephrologie,744
771102,"Hals-, Nasen-, Ohrenheilkunde",205
771102,Palliativmedizin,71
771103,Innere Medizin,2867
771103,Allgemeine Chirurgie,2536
771103,Palliativmedizin,330
771103,Orthopädie,211
771104,Innere Medizin,1656
771104,Allgemeine Chirurgie,954
771104,Orthopädie,723
771104,Innere Medizin/Schwerpunkt Geriatrie,266
771104,"Hals-, Nasen-, Ohrenheilkunde",23
771105,Innere Medizin/Schwerpunkt Geriatrie,1996
771105,Innere Medizin,1670
771106,Innere Medizin,4533
771106,Unfallchirurgie,1413
771106,Allgemeine Chirurgie,1004
771106,Angiologie,0
771106,"Hals-, Nasen-, Ohrenheilkunde",0
771107,Innere Medizin,3133
771107,Allgemeine Chirurgie,1172
771107,"Hals-, Nasen-, Ohrenheilkunde",533
771107,Unfallchirurgie,503
771108,Innere Medizin,2761
771108,Kardiologie,2379
771108,Urologie,2228
771108,Allgemeine Chirurgie,2203
771108,Neurologie,1862
771108,Frauenheilkunde und Geburtshilfe,1860
771108,Unfallchirurgie,1859
771108,Pneumologie,1774
771108,Orthopädie,1282
771108,Strahlenheilkunde,762
771108,Plastische Chirurgie,478
771108,Nuklearmedizin,34
771109,Innere Medizin,2894
771109,Allgemeine Chirurgie,2717
771109,Frauenheilkunde und Geburtshilfe,2097
771109,"Hals-, Nasen-, Ohrenheilkunde",457
771109,Intensivmedizin,277
771112,Innere Medizin,2046
771113,Innere Medizin,6766
771113,Allgemeine Chirurgie,3774
771113,Frauenheilkunde und Geburtshilfe,2015
771113,Urologie,734
771113,"Hals-, Nasen-, Ohrenheilkunde",0
771114,Geriatrie,1259
771114,Geriatrie/Tagesklinik (für teilstationäre Pflegesätze),136
771115,Innere Medizin,3211
771115,Neurologie,3166
771115,Orthopädie,2689
771115,Allgemeine Chirurgie,906
771116,Allgemeine Chirurgie,1549
771116,Geriatrie,1435
771116,Innere Medizin,877
771116,Geriatrie/Tagesklinik (für teilstationäre Pflegesätze),147
771119,Innere Medizin,2610
771119,Geburtshilfe,1958
771119,Innere Medizin/Schwerpunkt Kardiologie,1808
771119,Unfallchirurgie,1707
771119,Allgemeine Chirurgie,1300
771119,Innere Medizin/Schwerpunkt Gastroenterologie,714
771119,Frauenheilkunde,470
771119,Orthopädie,381
771119,Intensivmedizin,350
771119,Urologie,262
771119,Geriatrie,0
771123,Innere Medizin/Schwerpunkt Kardiologie,3273
771123,Urologie,2339
771123,Innere Medizin/Schwerpunkt Gastroenterologie,2283
771123,Neurologie,1835
771123,Unfallchirurgie,1420
771123,Allgemeine Chirurgie,1162
771123,Geriatrie,700
771123,Allgemeine Chirurgie/Schwerpunkt Gefäßchirurgie,509
771123,"Hals-, Nasen-, Ohrenheilkunde",96
771123,Sonstige Fachabteilung/ohne Differenzierung nach Schwerpunkten (II),4
771124,Kardiologie,2508
771124,Urologie,2212
771124,Frauenheilkunde und Geburtshilfe,1970
771124,Unfallchirurgie,1882
771124,Gastroenterologie,1717
771124,Neurologie,1592
771124,Pädiatrie,1434
771124,Allgemeine Chirurgie,1431
771124,Pneumologie,880
771124,Hämatologie und internistische Onkologie,859
771124,Gefäßchirurgie,736
771124,Nephrologie,660
771124,Plastische Chirurgie,318
771124,Innere Medizin,218
771124,Neonatologie,170
771124,Geriatrie,160
771124,Palliativmedizin,140
771124,Schmerztherapie,103
771124,Intensivmedizin,0
771125,Kardiologie/ohne Differenzierung nach Schwerpunkten (II),3396
771125,Neurologie,3070
771125,Innere Medizin,2870
771125,Herzchirurgie,2471
771125,Kardiologie/ohne Differenzierung nach Schwerpunkten (III),2417
771125,Allgemeine Chirurgie/ohne Differenzierung nach Schwerpunkten (V),2270
771125,Allgemeine Chirurgie/ohne Differenzierung nach Schwerpunkten (VII),2149
771125,Gefäßchirurgie,1293
771125,Frauenheilkunde und Geburtshilfe,1268
771125,Allgemeine Chirurgie/ohne Differenzierung nach Schwerpunkten (II),989
771125,Neurochirurgie,695
771125,Allgemeine Chirurgie/ohne Differenzierung nach Schwerpunkten (IV),584
771125,"Neurologie/Schwerpunkt Schlaganfallpatienten (stroke units, Artikel 7 § 1 Abs. 3 GKV-SolG)",532
771125,Palliativmedizin,341
771125,Neurologie/ohne Differenzierung nach Schwerpunkten (II),319
771125,Innere Medizin/Schwerpunkt Nephrologie,200
771125,"Hals-, Nasen-, Ohrenheilkunde",31
771127,Pädiatrie,5052
771127,Pädiatrie/ohne Differenzierung nach Schwerpunkten (II),1614
771127,Kinderchirurgie,911
771128,Pädiatrie,195
771129,Kardiologie,3126
771129,Frauenheilkunde und Geburtshilfe,2466
771129,Pädiatrie,2308
771129,Neurologie,1832
771129,Gastroenterologie,1831
771129,Urologie,1661
771129,Unfallchirurgie,1627
771129,Nephrologie,1625
771129,"Hals-, Nasen-, Ohrenheilkunde",1270
771129,Allgemeine Chirurgie,1183
771129,Innere Medizin/Schwerpunkt Hämatologie und internistische Onkologie,1069
771129,Gefäßchirurgie,832
771129,Innere Medizin,697
771129,Geriatrie,394
771132,Geriatrie/Tagesklinik (für teilstationäre Pflegesätze),509
771136,Kardiologie,10079
771136,Herzchirurgie,2420
771136,Intensivmedizin,929
771136,Kinderkardiologie,668
771138,Innere Medizin,3425
771138,Allgemeine Chirurgie,3302
771138,Frauenheilkunde und Geburtshilfe,1525
771138,Intensivmedizin,299
771138,"Hals-, Nasen-, Ohrenheilkunde",120
771139,Gastroenterologie,1844
771139,Pneumologie,1389
771139,Orthopädie,1367
771139,Gefäßchirurgie,1229
771139,Allgemeine Chirurgie,957
771139,Geriatrie,773
771139,Unfallchirurgie,711
771139,Wirbelsäulenchirurgie,399
771139,Intensivmedizin,229
771139,Geriatrie/Tagesklinik (für teilstationäre Pflegesätze),17
771144,Urologie,4358
771144,Frauenheilkunde und Geburtshilfe,4165
771144,Innere Medizin,3127
771144,Allgemeine Chirurgie,2152
771144,Unfallchirurgie,1430
771144,Kardiologie,1109
771144,Plastische Chirurgie,741
771144,Nephrologie,567
771145,Innere Medizin,2259
771145,Unfallchirurgie,152
771150,Allgemeine Chirurgie,1248
771150,"Hals-, Nasen-, Ohrenheilkunde",793
771150,Gefäßchirurgie,375
771150,Augenheilkunde,46
771150,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",0
771151,Innere Medizin,4457
771151,Allgemeine Chirurgie,4109
771151,Frauenheilkunde und Geburtshilfe,2023
771151,Intensivmedizin,1125
771151,Urologie,985
771151,"Hals-, Nasen-, Ohrenheilkunde",56
771152,Innere Medizin,1853
771153,Neurologie,164
771157,Innere Medizin,4790
771157,Allgemeine Chirurgie,3359
771157,Frauenheilkunde und Geburtshilfe,1691
771157,Pädiatrie,1472
771157,"Hals-, Nasen-, Ohrenheilkunde",0
771160,Innere Medizin,2139
771160,Allgemeine Chirurgie,1754
771160,Frauenheilkunde und Geburtshilfe,679
771160,Innere Medizin/Schwerpunkt Geriatrie,212
771161,Geriatrie/Tagesklinik (für teilstationäre Pflegesätze),228
771162,Innere Medizin/Schwerpunkt Pneumologie,4496
771162,Neurologie,2675
771162,Hämatologie und internistische Onkologie,1937
771162,Orthopädie,1151
771162,Geriatrie,672
771162,Gefäßchirurgie,626
771162,Frauenheilkunde und Geburtshilfe/ohne Differenzierung nach Schwerpunkten (II),366
771162,Allgemeine Chirurgie/Schwerpunkt Thoraxchirurgie,226
771162,Nuklearmedizin,178
771162,Geriatrie/Tagesklinik (für teilstationäre Pflegesätze),132
771162,Strahlenheilkunde,44
771162,Nephrologie,29
771162,Allgemeine Chirurgie,0
771166,Innere Medizin,5817
771167,Kardiologie,4060
771167,Orthopädie,2969
771167,Innere Medizin,2474
771167,Frauenheilkunde und Geburtshilfe,2240
771167,Pädiatrie,1768
771167,Neurologie,1719
771167,Allgemeine Chirurgie,960
771167,Intensivmedizin,922
771167,Hämatologie und internistische Onkologie,752
771167,Kinderchirurgie,712
771167,Allgemeine Chirurgie/Schwerpunkt Gefäßchirurgie,595
771167,Palliativmedizin,126
771167,Strahlenheilkunde,59
771168,Innere Medizin,3156
771168,Allgemeine Chirurgie,2372
771168,"Hals-, Nasen-, Ohrenheilkunde",14
771172,Innere Medizin,2039
771172,Allgemeine Chirurgie,873
771172,Innere Medizin/Schwerpunkt Geriatrie,299
771172,Intensivmedizin,200
771172,Frauenheilkunde und Geburtshilfe,65
771173,Unfallchirurgie,2467
771173,Dermatologie,1431
771173,Innere Medizin/Schwerpunkt Geriatrie,852
771173,Urologie/ohne Differenzierung nach Schwerpunkten (II),666
771173,Dermatologie/Tagesklinik (für teilstationäre Pflegesätze),280
771173,Neurochirurgie,243
771173,Gefäßchirurgie,18
771173,Orthopädie,6
771173,Kardiologie,0
771173,Allgemeine Chirurgie,0
771173,Innere Medizin/Schwerpunkt Pneumologie,0
771174,Innere Medizin,4225
771174,Allgemeine Chirurgie,3200
771174,Innere Medizin/Schwerpunkt Geriatrie,348
771174,"Hals-, Nasen-, Ohrenheilkunde",63
771175,Frauenheilkunde und Geburtshilfe,8864
771175,"Hals-, Nasen-, Ohrenheilkunde",7637
771175,Augenheilkunde,5379
771175,Strahlenheilkunde,4251
771175,Pädiatrie,4007
771175,Kardiologie,3879
771175,Gastroenterologie,3683
771175,Neurologie,2640
771175,Allgemeine Chirurgie,2316
771175,Unfallchirurgie,2186
771175,Dermatologie,2098
771175,Neurochirurgie,1802
771175,Hämatologie und internistische Onkologie,1779
771175,Nephrologie,1550
771175,Dermatologie/Tagesklinik (für teilstationäre Pflegesätze),1539
771175,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",1530
771175,Plastische Chirurgie,1464
771175,Pädiatrie/Schwerpunkt Hämatologie und internistische Onkologie,1171
771175,Urologie,1084
771175,"Neurologie/Schwerpunkt Schlaganfallpatienten (stroke units, Artikel 7 § 1 Abs. 3 GKV-SolG)",1039
771175,Gefäßchirurgie,959
771175,Kinderkardiologie,797
771175,Schmerztherapie,733
771175,Rheumatologie,728
771175,Herzchirurgie,619
771175,Neonatologie,532
771175,Kinderchirurgie,471
771175,Thoraxchirurgie,464
771175,Intensivmedizin,455
771175,Nuklearmedizin,377
771175,Neurologie/ohne Differenzierung nach Schwerpunkten (II),329
771175,Palliativmedizin,320
771176,Innere Medizin/Schwerpunkt Gastroenterologie,4241
771176,Innere Medizin/Schwerpunkt Kardiologie,3891
771176,Frauenheilkunde und Geburtshilfe,3056
771176,"Hals-, Nasen-, Ohrenheilkunde",2670
771176,Urologie,2408
771176,Unfallchirurgie,2405
771176,Pädiatrie,1973
771176,Allgemeine Chirurgie,1418
771176,Innere Medizin/Schwerpunkt Nephrologie,1273
771176,Neurochirurgie,844
771176,Gefäßchirurgie,733
771176,Intensivmedizin,350
771176,Palliativmedizin,154
771177,Frauenheilkunde und Geburtshilfe,6547
771177,Innere Medizin/ohne Differenzierung nach Schwerpunkten (II),4027
771177,Innere Medizin,3699
771177,Pädiatrie,3201
771177,Kinderchirurgie,3151
771177,Unfallchirurgie,3056
771177,Allgemeine Chirurgie,1997
771177,Allgemeine Chirurgie/Schwerpunkt Gefäßchirurgie,848
771177,Hämatologie und internistische Onkologie,746
771177,Intensivmedizin/ohne Differenzierung nach Schwerpunkten (IV),440
771177,Intensivmedizin,274
771177,Neonatologie/ohne Differenzierung nach Schwerpunkten (II),252
771177,"Hals-, Nasen-, Ohrenheilkunde",104
771177,Plastische Chirurgie,95
771177,Innere Medizin/ohne Differenzierung nach Schwerpunkten (V),77
771177,Intensivmedizin/Schwerpunkt Pädiatrie,39
771177,Geburtshilfe/ohne Differenzierung nach Schwerpunkten (II),18
771177,Intensivmedizin/ohne Differenzierung nach Schwerpunkten (III),7
771178,Pädiatrie,342
771179,Kardiologie,4392
771179,Allgemeine Chirurgie,2843
771179,Frauenheilkunde und Geburtshilfe,2527
771179,Innere Medizin,2182
771179,Urologie,2029
771179,Gastroenterologie,1139
771179,Gefäßchirurgie,1122
771179,Hämatologie und internistische Onkologie,851
771179,Plastische Chirurgie,823
771179,Palliativmedizin,172
771179,"Hals-, Nasen-, Ohrenheilkunde",79
771181,Neurologie,794
771181,Intensivmedizin/Schwerpunkt Neurologie,293
771182,Lungen- und Bronchialheilkunde,2406
771182,Thoraxchirurgie,391
771183,Innere Medizin,6443
771183,Allgemeine Chirurgie,3471
771183,Frauenheilkunde und Geburtshilfe,3156
771183,Geriatrie,936
